Date,Oil,Gold,Defense,Aviation,Energy,Tech,Health,SP500,VIX
2003-02-18,,-2.188116460075351,,,1.6301884191021854,3.2570887400545256,2.4486024945427953,1.9499536437232567,-4.629056931259545
2003-02-19,,1.656008566909839,,,-0.09163954967077448,-0.6711544688945525,-0.4626261944328469,-0.7096089087508695,0.6428764116586771
2003-02-20,,0.9145505181054503,,,-0.22942492909802104,-1.5540510489205461,-1.1231581000260005,-0.9501531421770348,-0.4790789558889563
2003-02-21,,-0.36817283717796023,,,2.2069431396827266,1.2354578165379326,1.0184926764232438,1.3224235631437153,-2.920410307664645
2003-02-24,,1.2791359170393646,,,0.8547303491267311,-1.6948882299924306,-1.3184350730522265,-1.8380709214468771,5.7190067511944775
2003-02-25,,-1.1226494911709683,,,-0.5352674215714393,0.2757969489918466,0.6680524931521159,0.7194491954433557,-0.7504683381911681
2003-02-26,,0.4825467686448759,,,0.26900112872982884,-2.6134537801341895,-0.546509903676673,-1.3141442497345723,0.6301221310072158
2003-02-27,,-2.2316366939221344,,,-0.5813367297853422,0.9886751557941276,1.255887090824137,1.175764805441637,-4.4145266870256545
2003-02-28,,1.1846304626441873,,,0.8096906952313576,1.5384836773806088,0.27134869027767294,0.4622103695029578,-2.9479250102755095
2003-03-03,,-0.2855511036958025,,,0.35698021526904267,-1.7217974896791222,-0.5025371247246224,-0.7537331833147309,2.699970189227918
2003-03-04,,1.145475332236967,,,-0.48908273812174885,-1.1212024125136,-1.0877943320098504,-1.5356796590494715,4.600721671015395
2003-03-05,,-0.028314297865028593,,,0.8936507030130603,0.9922239736189553,0.9426303901717059,0.9562142416504882,-4.555453240386386
2003-03-06,,1.0478565917578786,,,0.0885631403870768,-1.2631470558873592,0.19459645156738592,-0.9339037450146193,3.2587284589043364
2003-03-07,,-1.681614407308074,,,0.0,-0.497549497640426,0.9708426706223738,0.825938360801004,-0.9244530053204469
2003-03-10,,1.1117515820337376,,,-1.0177066988861228,-2.07142452831911,-1.6923172436069334,-2.5829764867861593,7.175036856689454
2003-03-11,,-1.1841026395510212,,,-0.9834126673989418,-0.5105584874976365,-1.3301469026974821,-0.8359340371610902,0.9006281137565297
2003-03-12,,-1.1412268188302432,,,-1.5801334719200866,1.3196180860749473,0.317155750073006,0.43210845816348264,-0.2975373014053484
2003-03-13,,-3.059164820639426,,,0.4128307396451314,5.354555585870124,1.4229209415018484,3.445705851668457,-5.2223162647156425
2003-03-14,,0.17862641096102472,,,-0.41113345436455395,0.34341352694646776,-0.8184003193927536,0.16468266341889137,-2.4559215397492062
2003-03-17,,0.1783079059481718,,,1.28440370010936,4.585896110399479,2.8291129966685924,3.5426641789776614,2.485476014013166
2003-03-18,,0.14832393679828915,,,1.9021044716650781,0.4581327833074411,1.0699419640132213,0.4242091671087467,-4.157479353777072
2003-03-19,,-0.44431278817573805,,,0.13334517411525137,-0.19545197175593332,1.134206603775878,0.8736807914557332,3.6477180388419628
