Date,Oil,Gold,Defense,Aviation,Energy,Tech,Health,SP500,VIX
2008-09-15,-3.4228365490993506,2.998814699333807,-2.9806335904084547,,-7.659915642988779,-4.827561421697347,-2.777767322465663,-4.713589702129706,23.53858515761642
2008-09-16,-5.326821685971561,-0.8428011482185527,-0.3234143134523304,,4.226191988733596,1.884052498333566,-0.15872954421392027,1.7523287725070613,-4.416408492695211
2008-09-17,6.2990305316017015,9.027685201022217,-4.956723555430187,,-2.095240378798313,-5.547660120252839,-1.5898024540633493,-4.714070706031325,19.53796083401118
2008-09-18,0.36904904790235893,5.445315137079665,3.755006398587213,,2.986896441229403,4.26697269082883,1.2923934156253036,4.3341774386062015,-8.614032693070861
2008-09-19,4.6433428464990545,-3.5958369196985362,1.6084366515488835,,6.861664525946676,0.7295789367756988,1.0958475089837716,4.02565630586833,-3.1117789328666268
2008-09-22,6.455175450031647,5.031379276840475,-2.7343207065768538,,-1.7543907219899402,-2.589884450273794,-2.3771848803683326,-3.8236599989398545,5.550354837029037
2008-09-23,-2.7913985844178035,-2.0356260556569805,-1.7199660921242477,,-3.3000206806257593,-0.04925406593208059,-2.370103254887568,-1.563263356626765,5.524380593433942
2008-09-24,-0.6111805118562796,0.39525691699604515,-1.0466987096980462,,0.2955021085219611,0.24627251385425097,0.9311482675936844,-0.1977727730452905,-1.483769809299318
2008-09-25,2.098586227352528,-1.2710897404914268,0.45744572821482254,,2.445102626444484,1.7199221662583586,1.8121885520338221,1.9656504245599393,-6.734865087735331
2008-09-26,-1.0133820019662787,0.5924589420883697,-0.15178756367892898,,-2.659946915047795,0.483120807549664,-0.19414713186189925,0.33824291161275166,5.850097506080609
2008-09-29,-9.23314417042862,0.6002930848808319,-4.959143693192214,,-11.890682850866074,-8.653898269206383,-2.2373701681409175,-8.806776221769596,34.484740827350045
2008-09-30,4.458389723714129,-1.576221550055179,1.8392485044027795,,6.119039878273225,4.473699556873889,-0.3316620015185845,5.41746705821724,-15.68921583804782
2008-10-01,-2.892937140533647,0.7435369376842971,-1.472308164771352,,-1.6429882996862322,-0.9067471337030786,0.6655141265528908,-0.45439888408166373,1.0662655246269193
2008-10-02,-5.003675842694744,-4.734871310212785,-4.941279385893582,,-5.701913809912029,-3.914613988624227,0.16530846465578897,-4.02907919798171,13.690019493188599
2008-10-03,-0.3423118009617587,-1.2038111544621533,-1.2156394349169153,,-1.1922764830521682,-1.4285725257263682,-2.1452076708500467,-1.3506522985628489,-0.2651324267232136
2008-10-06,-7.2797780552068865,4.077691735726696,-3.713109968884021,,-5.378415000420899,-5.5287445161598665,-3.743709572896037,-3.8517841191210267,15.307930750651977
2008-10-07,1.171132114435447,1.8198692459579613,-3.6139498833894335,,-5.483689755538556,-5.11362121222535,-2.417641930518777,-5.739484084336377,3.1316063247021964
2008-10-08,-0.35436220030791166,2.811925146330818,-2.263356713879361,,1.8889830711973365,-0.8981995808652998,-1.7952994676073697,-1.133270253725105,7.172128264220379
2008-10-09,-2.0151694356834615,-2.214594235485823,-5.894740130637876,,-14.39652010249034,-3.3232502978170597,-7.678236806163252,-7.616709580816616,11.10724756689545
2008-10-10,-10.367779995813342,-3.1366721704975786,-3.0574076915808712,,-4.088411943238624,-0.6250223022448598,-4.3960776495194365,-1.1759289177065702,9.433665444356155
2008-10-13,4.548525999668018,-1.9289220866345325,9.974324628037579,,16.474700357566196,11.698096585588068,12.054678815564813,11.580036951513705,-21.386698959893703
2008-10-14,-3.782597908348184,-0.30993402615642207,0.13991904054146964,,0.11869620394213687,-3.3783503524941083,2.0333072842663613,-0.5322136791994336,0.254590626250617
2008-10-15,-5.004690444963744,-0.09565799409849696,-8.707850264551642,,-14.443800172834454,-7.517493399112995,-9.782608797374904,-9.03497780862258,25.612186936907477
